"time (UTC)","Array Voltage (V)","Array Current (A)","Input Power (W)","Array Pmax(last sweep) (W)","Array Vmp (last sweep) (V)","Array Voc (last sweep) (V)","Battery Voltage (V)","Battery Voltage(slow) (V)","Battery Terminal Voltage (V)","Battery Sense Voltage (V)","Min. Battery Voltage(slow) (V)","Max. Battery Voltage(slow) (V)","Battery Current (A)","Battery Current(slow) (A)","Output Power (W)","Target Regulation Voltage (V)","Charge State ()","RTS Temperature (C)","Battery Temperature (C)","Heatsink Temperature (C)","Ah Charge Resetable (Ah)","Ah Charge Total (Ah)","kWh Charge Resetable (kWh)","kWh Charge Total (kWh)","LED State ()","Faults ()","Faults Daily ()","Alarms ()","Alarms Daily ()","Hourmeter (hrs)","Settings Switches ()"
"2021-05-18T15:57:04.161+00:00","429.25","-0.04","-14.18","364.00","394.00","464.75","54.78","54.78","54.84","54.88","40.91","91.13","-0.02","0.02","0.00","54.50","Float","27.44","27.44","31.69","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:57:09.160+00:00","429.25","-0.04","-14.18","364.00","394.00","464.75","54.78","54.78","54.84","54.88","40.91","91.13","-0.02","0.02","0.00","54.50","Float","27.44","27.44","31.69","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:57:14.161+00:00","429.25","-0.04","-14.18","364.00","394.00","464.75","54.78","54.78","54.84","54.88","40.91","91.13","-0.02","0.02","0.00","54.50","Float","27.44","27.44","31.69","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:57:19.161+00:00","429.25","-0.04","-16.81","364.00","394.00","464.75","54.75","54.78","54.72","54.75","40.91","91.13","0.00","0.01","0.52","54.50","Float","27.44","27.44","31.69","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:57:24.161+00:00","429.25","-0.04","-16.81","364.00","394.00","464.75","54.75","54.78","54.72","54.75","40.91","91.13","0.00","0.01","0.52","54.50","Float","27.44","27.44","31.69","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:57:29.161+00:00","429.25","-0.04","-16.81","364.00","394.00","464.75","54.75","54.78","54.72","54.75","40.91","91.13","0.00","0.01","0.52","54.50","Float","27.44","27.44","31.69","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:57:34.161+00:00","429.25","-0.04","-18.97","364.00","394.00","464.75","54.84","54.78","54.75","54.78","40.91","91.13","-0.02","0.01","0.00","54.50","Float","27.44","27.44","31.69","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:57:39.161+00:00","429.25","-0.04","-18.97","364.00","394.00","464.75","54.84","54.78","54.75","54.78","40.91","91.13","-0.02","0.01","0.00","54.50","Float","27.44","27.44","31.69","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:57:44.161+00:00","429.25","-0.04","-18.97","364.00","394.00","464.75","54.84","54.78","54.75","54.78","40.91","91.13","-0.02","0.01","0.00","54.50","Float","27.44","27.44","31.69","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:57:49.161+00:00","429.00","-0.04","-15.61","364.00","394.00","464.75","54.75","54.78","54.72","54.78","40.91","91.13","-0.01","0.02","0.00","54.50","Float","27.44","27.44","31.69","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:57:54.162+00:00","429.00","-0.04","-15.61","364.00","394.00","464.75","54.75","54.78","54.72","54.78","40.91","91.13","-0.01","0.02","0.00","54.50","Float","27.44","27.44","31.69","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:57:59.161+00:00","429.00","-0.04","-15.61","364.00","394.00","464.75","54.75","54.78","54.72","54.78","40.91","91.13","-0.01","0.02","0.00","54.50","Float","27.44","27.44","31.69","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:58:04.162+00:00","429.00","-0.04","-15.61","364.00","394.00","464.75","54.75","54.78","54.72","54.78","40.91","91.13","-0.01","0.02","0.00","54.50","Float","27.44","27.44","31.69","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:58:09.162+00:00","429.50","-0.01","-17.83","364.00","394.00","464.75","54.78","54.78","54.75","54.75","40.91","91.13","0.00","0.01","0.00","54.50","Float","27.44","27.44","31.67","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:58:14.162+00:00","429.50","-0.01","-17.83","364.00","394.00","464.75","54.78","54.78","54.75","54.75","40.91","91.13","0.00","0.01","0.00","54.50","Float","27.44","27.44","31.67","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:58:19.162+00:00","429.50","-0.01","-17.83","364.00","394.00","464.75","54.78","54.78","54.75","54.75","40.91","91.13","0.00","0.01","0.00","54.50","Float","27.44","27.44","31.67","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:58:24.162+00:00","429.50","-0.04","-14.97","364.00","394.00","464.75","54.78","54.78","54.84","54.88","40.91","91.13","-0.01","0.01","0.00","54.50","Float","27.44","27.44","31.64","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:58:29.163+00:00","429.50","-0.04","-14.97","364.00","394.00","464.75","54.78","54.78","54.84","54.88","40.91","91.13","-0.01","0.01","0.00","54.50","Float","27.44","27.44","31.64","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:58:34.163+00:00","429.50","-0.04","-14.97","364.00","394.00","464.75","54.78","54.78","54.84","54.88","40.91","91.13","-0.01","0.01","0.00","54.50","Float","27.44","27.44","31.64","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:58:39.163+00:00","429.50","-0.04","-16.06","364.00","394.00","464.75","54.78","54.78","54.75","54.78","40.91","91.13","-0.02","0.01","0.00","54.50","Float","27.44","27.44","31.61","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:58:44.163+00:00","429.50","-0.04","-16.06","364.00","394.00","464.75","54.78","54.78","54.75","54.78","40.91","91.13","-0.02","0.01","0.00","54.50","Float","27.44","27.44","31.61","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:58:49.163+00:00","429.50","-0.04","-16.06","364.00","394.00","464.75","54.78","54.78","54.75","54.78","40.91","91.13","-0.02","0.01","0.00","54.50","Float","27.44","27.44","31.61","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:58:54.163+00:00","429.75","-0.04","-17.53","364.00","394.00","464.75","54.88","54.78","54.72","54.78","40.91","91.13","-0.00","0.01","0.00","54.50","Float","27.44","27.44","31.61","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:58:59.163+00:00","429.75","-0.04","-17.53","364.00","394.00","464.75","54.88","54.78","54.72","54.78","40.91","91.13","-0.00","0.01","0.00","54.50","Float","27.44","27.44","31.61","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:59:04.163+00:00","429.75","-0.04","-17.53","364.00","394.00","464.75","54.88","54.78","54.72","54.78","40.91","91.13","-0.00","0.01","0.00","54.50","Float","27.44","27.44","31.61","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:59:09.163+00:00","430.25","-0.04","-19.56","364.00","394.00","464.75","54.78","54.78","54.84","54.88","40.91","91.13","0.00","0.01","0.00","54.50","Float","27.45","27.45","31.61","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:59:14.164+00:00","430.25","-0.04","-19.56","364.00","394.00","464.75","54.78","54.78","54.84","54.88","40.91","91.13","0.00","0.01","0.00","54.50","Float","27.45","27.45","31.61","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:59:19.164+00:00","430.25","-0.04","-19.56","364.00","394.00","464.75","54.78","54.78","54.84","54.88","40.91","91.13","0.00","0.01","0.00","54.50","Float","27.45","27.45","31.61","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:59:24.164+00:00","430.25","-0.04","-18.67","364.00","394.00","464.75","54.88","54.78","54.72","54.75","40.91","91.13","-0.03","0.01","0.00","54.50","Float","27.45","27.45","31.59","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:59:29.164+00:00","430.25","-0.04","-18.67","364.00","394.00","464.75","54.88","54.78","54.72","54.75","40.91","91.13","-0.03","0.01","0.00","54.50","Float","27.45","27.45","31.59","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:59:34.164+00:00","430.25","-0.04","-18.67","364.00","394.00","464.75","54.88","54.78","54.72","54.75","40.91","91.13","-0.03","0.01","0.00","54.50","Float","27.45","27.45","31.59","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:59:39.164+00:00","430.25","-0.04","-15.70","364.00","394.00","464.75","54.75","54.78","54.72","54.75","40.91","91.13","0.00","0.01","0.00","54.50","Float","27.52","27.52","31.59","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:59:44.165+00:00","430.25","-0.04","-15.70","364.00","394.00","464.75","54.75","54.78","54.72","54.75","40.91","91.13","0.00","0.01","0.00","54.50","Float","27.52","27.52","31.59","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:59:49.165+00:00","430.25","-0.04","-15.70","364.00","394.00","464.75","54.75","54.78","54.72","54.75","40.91","91.13","0.00","0.01","0.00","54.50","Float","27.52","27.52","31.59","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:59:54.165+00:00","428.75","-0.04","-17.91","364.00","394.00","464.75","54.78","54.78","54.72","54.78","40.91","91.13","-0.01","0.01","3.95","54.50","Float","27.52","27.52","31.59","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T15:59:59.165+00:00","428.75","-0.04","-17.91","364.00","394.00","464.75","54.78","54.78","54.72","54.78","40.91","91.13","-0.01","0.01","3.95","54.50","Float","27.52","27.52","31.59","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:00:04.165+00:00","428.75","-0.04","-17.91","364.00","394.00","464.75","54.78","54.78","54.72","54.78","40.91","91.13","-0.01","0.01","3.95","54.50","Float","27.52","27.52","31.59","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:00:09.165+00:00","429.75","-0.04","-17.73","364.00","394.00","464.75","54.88","54.78","54.72","54.78","40.91","91.13","-0.03","0.00","0.00","54.50","Float","27.52","27.52","31.58","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:00:14.165+00:00","429.75","-0.04","-17.73","364.00","394.00","464.75","54.88","54.78","54.72","54.78","40.91","91.13","-0.03","0.00","0.00","54.50","Float","27.52","27.52","31.58","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:00:19.165+00:00","429.75","-0.04","-17.73","364.00","394.00","464.75","54.88","54.78","54.72","54.78","40.91","91.13","-0.03","0.00","0.00","54.50","Float","27.52","27.52","31.58","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:00:24.166+00:00","429.75","-0.04","-17.75","364.00","394.00","464.75","54.78","54.78","54.75","54.78","40.91","91.13","-0.01","0.01","0.00","54.50","Float","27.52","27.52","31.55","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:00:29.165+00:00","429.75","-0.04","-17.75","364.00","394.00","464.75","54.78","54.78","54.75","54.78","40.91","91.13","-0.01","0.01","0.00","54.50","Float","27.52","27.52","31.55","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:00:34.166+00:00","429.75","-0.04","-17.75","364.00","394.00","464.75","54.78","54.78","54.75","54.78","40.91","91.13","-0.01","0.01","0.00","54.50","Float","27.52","27.52","31.55","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:00:39.165+00:00","429.75","-0.04","-17.75","364.00","394.00","464.75","54.78","54.78","54.75","54.78","40.91","91.13","-0.01","0.01","0.00","54.50","Float","27.52","27.52","31.55","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:00:44.166+00:00","429.75","-0.04","-17.31","364.00","394.00","464.75","54.91","54.78","54.72","54.78","40.91","91.13","-0.00","0.01","0.00","54.50","Float","27.52","27.52","31.53","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:00:49.166+00:00","429.75","-0.04","-17.31","364.00","394.00","464.75","54.91","54.78","54.72","54.78","40.91","91.13","-0.00","0.01","0.00","54.50","Float","27.52","27.52","31.53","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:00:54.166+00:00","429.75","-0.04","-17.31","364.00","394.00","464.75","54.91","54.78","54.72","54.78","40.91","91.13","-0.00","0.01","0.00","54.50","Float","27.52","27.52","31.53","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:00:59.166+00:00","429.50","-0.04","-20.41","364.00","394.00","464.75","54.78","54.78","54.72","54.75","40.91","91.13","0.10","0.01","0.00","54.50","Float","27.52","27.52","31.52","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:01:04.166+00:00","429.50","-0.04","-20.41","364.00","394.00","464.75","54.78","54.78","54.72","54.75","40.91","91.13","0.10","0.01","0.00","54.50","Float","27.52","27.52","31.52","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:01:09.166+00:00","429.50","-0.04","-20.41","364.00","394.00","464.75","54.78","54.78","54.72","54.75","40.91","91.13","0.10","0.01","0.00","54.50","Float","27.52","27.52","31.52","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:01:14.166+00:00","429.25","-0.04","-18.30","364.00","394.00","464.75","54.88","54.78","54.72","54.78","40.91","91.13","-0.01","0.01","0.00","54.50","Float","27.52","27.52","31.52","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:01:19.166+00:00","429.25","-0.04","-18.30","364.00","394.00","464.75","54.88","54.78","54.72","54.78","40.91","91.13","-0.01","0.01","0.00","54.50","Float","27.52","27.52","31.52","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:01:24.167+00:00","429.25","-0.04","-18.30","364.00","394.00","464.75","54.88","54.78","54.72","54.78","40.91","91.13","-0.01","0.01","0.00","54.50","Float","27.52","27.52","31.52","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:01:29.167+00:00","429.00","-0.04","-18.63","364.00","394.00","464.75","54.78","54.78","54.75","54.78","40.91","91.13","0.00","0.01","0.00","54.50","Float","27.52","27.52","31.52","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:01:34.167+00:00","429.00","-0.04","-18.63","364.00","394.00","464.75","54.78","54.78","54.75","54.78","40.91","91.13","0.00","0.01","0.00","54.50","Float","27.52","27.52","31.52","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:01:39.167+00:00","429.00","-0.04","-18.63","364.00","394.00","464.75","54.78","54.78","54.75","54.78","40.91","91.13","0.00","0.01","0.00","54.50","Float","27.52","27.52","31.52","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:01:44.167+00:00","428.75","-0.04","-17.48","364.00","394.00","464.75","54.78","54.78","54.75","54.75","40.91","91.13","-0.03","0.00","21.31","54.50","Float","27.52","27.52","31.52","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:01:49.167+00:00","428.75","-0.04","-17.48","364.00","394.00","464.75","54.78","54.78","54.75","54.75","40.91","91.13","-0.03","0.00","21.31","54.50","Float","27.52","27.52","31.52","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:01:54.167+00:00","428.75","-0.04","-17.48","364.00","394.00","464.75","54.78","54.78","54.75","54.75","40.91","91.13","-0.03","0.00","21.31","54.50","Float","27.52","27.52","31.52","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:01:59.167+00:00","428.75","-0.04","-16.58","364.00","394.00","464.75","54.88","54.78","54.75","54.78","40.91","91.13","0.01","0.01","0.00","54.50","Float","27.52","27.52","31.52","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:02:04.167+00:00","428.75","-0.04","-16.58","364.00","394.00","464.75","54.88","54.78","54.75","54.78","40.91","91.13","0.01","0.01","0.00","54.50","Float","27.52","27.52","31.52","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:02:09.167+00:00","428.75","-0.04","-16.58","364.00","394.00","464.75","54.88","54.78","54.75","54.78","40.91","91.13","0.01","0.01","0.00","54.50","Float","27.52","27.52","31.52","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:02:14.168+00:00","428.50","-0.04","-18.81","364.00","394.00","464.75","54.75","54.78","54.75","54.78","40.91","91.13","0.01","0.01","0.01","54.50","Float","27.52","27.52","31.50","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:02:19.167+00:00","428.50","-0.04","-18.81","364.00","394.00","464.75","54.75","54.78","54.75","54.78","40.91","91.13","0.01","0.01","0.01","54.50","Float","27.52","27.52","31.50","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:02:24.167+00:00","428.50","-0.04","-18.81","364.00","394.00","464.75","54.75","54.78","54.75","54.78","40.91","91.13","0.01","0.01","0.01","54.50","Float","27.52","27.52","31.50","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:02:29.168+00:00","428.00","-0.04","-19.89","364.00","394.00","464.75","54.91","54.78","54.72","54.78","40.91","91.13","-0.03","0.01","0.00","54.50","Float","27.52","27.52","31.47","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:02:34.168+00:00","428.00","-0.04","-19.89","364.00","394.00","464.75","54.91","54.78","54.72","54.78","40.91","91.13","-0.03","0.01","0.00","54.50","Float","27.52","27.52","31.47","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:02:39.168+00:00","428.00","-0.04","-19.89","364.00","394.00","464.75","54.91","54.78","54.72","54.78","40.91","91.13","-0.03","0.01","0.00","54.50","Float","27.52","27.52","31.47","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:02:44.169+00:00","428.00","-0.04","-16.80","364.00","394.00","464.75","54.78","54.78","54.84","54.88","40.91","91.13","0.03","0.01","0.00","54.50","Float","27.52","27.52","31.44","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:02:49.169+00:00","428.00","-0.04","-16.80","364.00","394.00","464.75","54.78","54.78","54.84","54.88","40.91","91.13","0.03","0.01","0.00","54.50","Float","27.52","27.52","31.44","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:02:54.169+00:00","428.00","-0.04","-16.80","364.00","394.00","464.75","54.78","54.78","54.84","54.88","40.91","91.13","0.03","0.01","0.00","54.50","Float","27.52","27.52","31.44","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:02:59.168+00:00","407.25","-0.04","-15.49","364.00","394.00","464.75","54.59","54.78","54.84","54.88","40.91","91.13","-0.01","0.02","0.00","54.50","Float","27.52","27.52","31.44","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
"2021-05-18T16:03:04.169+00:00","407.25","-0.04","-15.49","364.00","394.00","464.75","54.59","54.78","54.84","54.88","40.91","91.13","-0.01","0.02","0.00","54.50","Float","27.52","27.52","31.44","19369.5000","19369.5000","905.50","905.50","Green Flashing (slow)","no faults","no faults","no alarms","no alarms","15452","OFF/OFF/OFF/OFF/ON/ON/OFF/OFF"
